,x1,y1,z1,x2,y2,z2,x1f,y1f,z1f,x2f,y2f,z2f
0,-89.25997253367137,-240.1596760318368,1306.7690231009503,67.95047304165294,-246.80153714903025,1259.1166386144087,-88.79065428069313,-239.05219263561548,1303.2588171936256,68.12942833167443,-246.6587894167995,1258.4720871354177
1,-88.93417215094831,-239.91310365548216,1306.962946060656,68.17950077870293,-246.60074700326646,1259.0945566467803,-88.74866919413924,-238.97286676029637,1303.2257548623215,68.19368229839716,-246.76943248406786,1258.9910876276551
2,-89.01222869598328,-239.64470705450947,1307.1301690988714,68.11525371280342,-246.48119523111092,1259.3231799550024,-88.67577226342631,-238.73684567076282,1302.569759003948,68.26028228603332,-246.9081677011432,1259.4926969307755
3,-88.51566776902276,-237.8538710979134,1298.0651811322703,68.35113387651377,-247.50390645969813,1260.4758930814799,-88.54682255969112,-238.34958688575998,1301.153780988548,68.35101773289927,-247.11800744057712,1260.022272553384
4,-88.32483760443357,-237.36614035289065,1298.2244786055035,68.50650290681722,-247.5059060455969,1261.6315476731925,-88.42312218058605,-238.04512356467825,1300.2530214575602,68.44167273462891,-247.26341789461316,1260.4758102396167
5,-88.03831259088345,-237.235230755597,1298.6473181329986,68.67710873092462,-247.65689299232898,1261.922207657236,-88.31589154178847,-237.85408095916102,1299.6910269024518,68.52143650694492,-247.36826351407203,1260.736163500958
6,-87.99158527080291,-237.21882068229996,1298.5635883208045,68.60392116004017,-247.38297987992266,1260.5564748652498,-88.25504060697531,-237.76648614774967,1299.3037870542723,68.57514659643059,-247.42482794350923,1260.7982077190504
7,-88.0449276073332,-237.47279631886107,1298.6691309671735,68.74217431005619,-247.46559047872324,1261.8474778609384,-88.23823015736531,-237.7704956035313,1299.0407973319905,68.62393770874351,-247.48817800147563,1260.899887140453
8,-88.2448050842869,-237.89039436721478,1298.479380894389,68.6380739903702,-247.18018433285548,1258.937323325791,-88.25377058193625,-237.82444353759954,1298.8406818306707,68.65288593201815,-247.55508888866547,1260.842951389661
9,-88.37824740478587,-237.62001089289956,1298.3298939153565,68.75311555339118,-247.8982343850349,1262.0698361082996,-88.2709326094334,-237.86770305642276,1298.701741928621,68.68415792508299,-247.68426435570288,1261.1029510208834
10,-88.29821408003394,-238.14435255180214,1298.5848512199063,68.68008224525973,-248.0289168474286,1261.5760775855704,-88.27032934676284,-237.9525325043191,1298.6257476948401,68.70378330887566,-247.77752552681974,1261.2010597088683
11,-88.25813985830533,-238.406622207517,1298.7123858752918,68.76911930566853,-248.19698263232516,1262.1266970995355,-88.26519726162209,-238.00565289101945,1298.5575355472554,68.72719960712996,-247.82861231457863,1261.235892618562
12,-88.20473126198695,-238.15262015290625,1298.6068880263883,68.68259363092925,-247.7538861284734,1259.227526765662,-88.26135945841962,-237.99218793047777,1298.464474132999,68.74346333729515,-247.81801665238578,1261.1214733076854
13,-88.29494791710258,-238.26541786580387,1297.7319995102985,68.92466003389684,-248.11567755978353,1262.368908183611,-88.26707682425356,-237.95222762722287,1298.3486364744692,68.76970131872375,-247.81782750096147,1261.3219561794517
14,-88.29821408003394,-238.14435255180214,1298.5848512199063,68.82111507191573,-247.92001109162675,1261.2758825052897,-88.26826261081344,-237.86032022816434,1298.3365379244528,68.76993458165238,-247.76771728128813,1261.347133026168
15,-88.22817351715159,-237.49588981211105,1297.3940401658506,68.70948991392727,-247.75892260628072,1261.07940756328,-88.26456784560212,-237.72134780160917,1298.2839984348643,68.76145910474042,-247.69196167557232,1261.3833609553446
16,-88.24362015788255,-237.53196608384465,1297.6551398556514,68.62028541785673,-247.182463696805,1258.9089703696707,-88.26704930510499,-237.62026096520776,1298.3807197576198,68.76146847880885,-247.60480618851776,1261.4694105002147
17,-88.32818945497955,-237.24440374053216,1299.0777682929274,68.90957387358229,-248.03462919967598,1265.2290090968818,-88.27354358440166,-237.53422432852872,1298.5992541209446,68.78483125354131,-247.58782784866983,1261.9813354333112
18,-88.32818945497955,-237.24440374053216,1299.0777682929274,68.78153076864795,-247.29817913880058,1262.301060980532,-88.27103455446029,-237.49684654920952,1298.7388342102508,68.78721951717995,-247.49617625415738,1261.9509708995056
19,-88.28816653104349,-237.50664136269074,1299.2053958683618,68.9496024582556,-247.22835159491498,1262.564658685871,-88.25910294746024,-237.50190561960892,1298.8226605582613,68.79037064134923,-247.43734540653725,1261.8612519617088
20,-87.95163704920182,-237.52203635336528,1298.8805155035316,68.83076114009378,-247.3383934790366,1262.4482160882603,-88.24243219945403,-237.5065343828454,1298.8433858363026,68.7667964119704,-247.4131865124837,1261.6533131864253
21,-88.23479255604407,-237.25257071129124,1299.0998222500325,68.8698859576459,-247.07021984297265,1260.479992263126,-88.274334994847,-237.50893462200492,1298.8585815799781,68.732380595845,-247.40134152395802,1261.3119584495294
22,-88.37317200102157,-237.58156445895307,1298.1517221241045,68.77124418230436,-247.19295156562808,1260.405691873563,-88.31292531442527,-237.55441418930255,1298.8342016029076,68.67487530069445,-247.44453716790002,1261.1084226389414
23,-88.32318147394207,-237.20592891087225,1298.8993854526668,68.59455522079578,-247.44108674855062,1259.8126255944428,-88.34155923931485,-237.59570572465415,1298.9241827458745,68.60115185254058,-247.52950738716677,1261.0212180407514
